JobID|JobIDRaw|ElapsedRaw|Account|AllocCPUS|CPUTimeRAW|NNodes|AllocNodes|NCPUS|Partition|TotalCPU|User|ExitCode|State|Reservation|ReservationId|AllocTRES
408408|408408|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408409|408409|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408410|408410|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408411|408411|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408412|408412|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408413|408413|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408414|408414|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408415|408415|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408416|408416|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408417|408417|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408418|408418|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408419|408419|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408420|408420|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408421|408421|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408422|408422|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408423|408423|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408424|408424|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408425|408425|6|macc|128|768|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408426|408426|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408427|408427|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408428|408428|6|macc|128|768|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408429|408429|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408430|408430|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408431|408431|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408432|408432|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408433|408433|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408434|408434|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408435|408435|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408436|408436|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408437|408437|6|macc|128|768|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408438|408438|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
